,topic_id,member_id,vote
655,20121017-10,Dr LEUNG Ka-lau,Yes
656,20121017-10,CHEUNG Kwok-che,Yes
657,20121017-10,WONG Kwok-kin,Yes
658,20121017-10,IP Kwok-him,Abstain
659,20121017-10,Mrs Regina IP,No
660,20121017-10,Paul TSE,No
661,20121017-10,Alan LEONG,Yes
662,20121017-10,LEUNG Kwok-hung,Absent
663,20121017-10,Albert CHAN,Yes
664,20121017-10,WONG Yuk-man,Yes
665,20121017-10,Claudia MO,Absent
666,20121017-10,Michael TIEN,No
667,20121017-10,James TIEN,No
668,20121017-10,NG Leung-sing,Abstain
669,20121017-10,Steven HO,Abstain
670,20121017-10,Frankie YICK,No
671,20121017-10,WU Chi-wai,Yes
672,20121017-10,YIU Si-wing,No
673,20121017-10,Gary FAN,Yes
674,20121017-10,MA Fung-kwok,Abstain
675,20121017-10,Charles Peter MOK,Yes
676,20121017-10,CHAN Chi-chuen,Yes
677,20121017-10,CHAN Han-pan,Abstain
678,20121017-10,Dr Kenneth CHAN,Yes
679,20121017-10,CHAN Yuen-han,Yes
680,20121017-10,LEUNG Che-cheung,Abstain
681,20121017-10,Kenneth LEUNG,Yes
682,20121017-10,Alice MAK,Yes
683,20121017-10,Dr KWOK Ka-ki,Yes
684,20121017-10,KWOK Wai-keung,Yes
685,20121017-10,Dennis KWOK,Yes
686,20121017-10,Christopher CHEUNG,No
687,20121017-10,Dr Fernando CHEUNG,Yes
688,20121017-10,SIN Chung-kai,Yes
689,20121017-10,Dr Helena WONG,Yes
690,20121017-10,IP Kin-yuen,Yes
691,20121017-10,Dr Elizabeth QUAT,Abstain
692,20121017-10,Martin LIAO,No
693,20121017-10,POON Siu-ping,Yes
694,20121017-10,TANG Ka-piu,Yes
695,20121017-10,Dr CHIANG Lai-wan,Abstain
696,20121017-10,Ir Dr LO Wai-kwok,No
697,20121017-10,CHUNG Kwok-pan,No
698,20121017-10,Christopher CHUNG,Absent
699,20121017-10,Tony TSE,No
700,20130320-1,TSANG Yok-sing,Present
701,20130320-1,Albert HO,Yes
702,20130320-1,LEE Cheuk-yan,Absent
703,20130320-1,James TO,Yes
704,20130320-1,CHAN Kam-lam,Yes
705,20130320-1,LEUNG Yiu-chung,Absent
706,20130320-1,Dr LAU Wong-fat,Yes
707,20130320-1,Emily LAU,Yes
708,20130320-1,TAM Yiu-chung,Yes
709,20130320-1,Abraham SHEK,Absent
710,20130320-1,Tommy CHEUNG,Yes
711,20130320-1,Frederick FUNG,Yes
712,20130320-1,Vincent FANG,Absent
713,20130320-1,WONG Kwok-hing,Yes
714,20130320-1,Prof Joseph LEE,Absent
715,20130320-1,Jeffrey LAM,Yes
716,20130320-1,Andrew LEUNG,Yes
717,20130320-1,WONG Ting-kwong,Yes
718,20130320-1,Ronny TONG,Absent
719,20130320-1,Cyd HO,Yes
720,20130320-1,Starry LEE,Yes
721,20130320-1,Dr LAM Tai-fai,Yes
722,20130320-1,CHAN Hak-kan,Yes
723,20130320-1,CHAN Kin-por,Yes
724,20130320-1,Dr Priscilla LEUNG,Yes
725,20130320-1,Dr LEUNG Ka-lau,Absent
726,20130320-1,CHEUNG Kwok-che,Absent
727,20130320-1,WONG Kwok-kin,Yes
728,20130320-1,IP Kwok-him,Absent
729,20130320-1,Mrs Regina IP,Yes
730,20130320-1,Paul TSE,Absent
731,20130320-1,Alan LEONG,Yes
732,20130320-1,LEUNG Kwok-hung,No
733,20130320-1,Albert CHAN,Absent
734,20130320-1,WONG Yuk-man,No
735,20130320-1,Claudia MO,Yes
736,20130320-1,Michael TIEN,Yes
737,20130320-1,James TIEN,Absent
738,20130320-1,NG Leung-sing,Yes
739,20130320-1,Steven HO,Yes
740,20130320-1,Frankie YICK,Yes
741,20130320-1,WU Chi-wai,Yes
742,20130320-1,YIU Si-wing,Yes
743,20130320-1,Gary FAN,Yes
744,20130320-1,MA Fung-kwok,Yes
745,20130320-1,Charles Peter MOK,Yes
746,20130320-1,CHAN Chi-chuen,No
747,20130320-1,CHAN Han-pan,Absent
748,20130320-1,Dr Kenneth CHAN,Yes
749,20130320-1,CHAN Yuen-han,Yes
750,20130320-1,LEUNG Che-cheung,Absent
751,20130320-1,Kenneth LEUNG,Yes
752,20130320-1,Alice MAK,Yes
753,20130320-1,Dr KWOK Ka-ki,Yes
754,20130320-1,KWOK Wai-keung,Absent
755,20130320-1,Dennis KWOK,Absent
756,20130320-1,Christopher CHEUNG,Yes
757,20130320-1,Dr Fernando CHEUNG,Absent
758,20130320-1,SIN Chung-kai,Yes
759,20130320-1,Dr Helena WONG,Yes
760,20130320-1,IP Kin-yuen,Yes
761,20130320-1,Dr Elizabeth QUAT,Yes
762,20130320-1,Martin LIAO,Yes
763,20130320-1,POON Siu-ping,Yes
764,20130320-1,TANG Ka-piu,Absent
765,20130320-1,Dr CHIANG Lai-wan,Absent
766,20130320-1,Ir Dr LO Wai-kwok,Yes
767,20130320-1,CHUNG Kwok-pan,Absent
768,20130320-1,Christopher CHUNG,Absent
769,20130320-1,Tony TSE,Absent
770,20130320-2,TSANG Yok-sing,Present
771,20130320-2,Albert HO,Yes
772,20130320-2,LEE Cheuk-yan,Yes
773,20130320-2,James TO,Absent
774,20130320-2,CHAN Kam-lam,Abstain
775,20130320-2,LEUNG Yiu-chung,Yes
776,20130320-2,Dr LAU Wong-fat,Absent
777,20130320-2,Emily LAU,Yes
778,20130320-2,TAM Yiu-chung,Abstain
779,20130320-2,Abraham SHEK,No
780,20130320-2,Tommy CHEUNG,Absent
781,20130320-2,Frederick FUNG,Yes
782,20130320-2,Vincent FANG,Yes
783,20130320-2,WONG Kwok-hing,Yes
784,20130320-2,Prof Joseph LEE,Yes
785,20130320-2,Jeffrey LAM,No
786,20130320-2,Andrew LEUNG,No
787,20130320-2,WONG Ting-kwong,Abstain
788,20130320-2,Ronny TONG,Absent
789,20130320-2,Cyd HO,Yes
790,20130320-2,Starry LEE,Abstain
791,20130320-2,Dr LAM Tai-fai,Absent
792,20130320-2,CHAN Hak-kan,Abstain
793,20130320-2,CHAN Kin-por,Abstain
794,20130320-2,Dr Priscilla LEUNG,Abstain
795,20130320-2,Dr LEUNG Ka-lau,Yes
796,20130320-2,CHEUNG Kwok-che,Yes
797,20130320-2,WONG Kwok-kin,Yes
798,20130320-2,IP Kwok-him,Abstain
799,20130320-2,Mrs Regina IP,Abstain
800,20130320-2,Paul TSE,Yes
801,20130320-2,Alan LEONG,Yes
802,20130320-2,LEUNG Kwok-hung,Yes
803,20130320-2,Albert CHAN,Yes
804,20130320-2,WONG Yuk-man,Absent
805,20130320-2,Claudia MO,Yes
806,20130320-2,Michael TIEN,Abstain
807,20130320-2,James TIEN,Absent
808,20130320-2,NG Leung-sing,Abstain
809,20130320-2,Steven HO,Abstain
810,20130320-2,Frankie YICK,Yes
811,20130320-2,WU Chi-wai,Yes
812,20130320-2,YIU Si-wing,Yes
813,20130320-2,Gary FAN,Absent
814,20130320-2,MA Fung-kwok,Yes
815,20130320-2,Charles Peter MOK,Yes
816,20130320-2,CHAN Chi-chuen,Yes
817,20130320-2,CHAN Han-pan,Abstain
818,20130320-2,Dr Kenneth CHAN,Yes
819,20130320-2,CHAN Yuen-han,Yes
820,20130320-2,LEUNG Che-cheung,Absent
821,20130320-2,Kenneth LEUNG,Yes
822,20130320-2,Alice MAK,Yes
823,20130320-2,Dr KWOK Ka-ki,Yes
824,20130320-2,KWOK Wai-keung,Yes
825,20130320-2,Dennis KWOK,Yes
826,20130320-2,Christopher CHEUNG,No
827,20130320-2,Dr Fernando CHEUNG,Yes
828,20130320-2,SIN Chung-kai,Yes
829,20130320-2,Dr Helena WONG,Yes
830,20130320-2,IP Kin-yuen,Yes
831,20130320-2,Dr Elizabeth QUAT,Abstain
832,20130320-2,Martin LIAO,Abstain
833,20130320-2,POON Siu-ping,Yes
834,20130320-2,TANG Ka-piu,Yes
835,20130320-2,Dr CHIANG Lai-wan,Abstain
836,20130320-2,Ir Dr LO Wai-kwok,No
837,20130320-2,CHUNG Kwok-pan,Yes
838,20130320-2,Christopher CHUNG,Abstain
839,20130320-2,Tony TSE,Absent
840,20130320-3,TSANG Yok-sing,Present
841,20130320-3,Albert HO,Yes
842,20130320-3,LEE Cheuk-yan,Yes
843,20130320-3,James TO,Absent
844,20130320-3,CHAN Kam-lam,Abstain
845,20130320-3,LEUNG Yiu-chung,Yes
846,20130320-3,Dr LAU Wong-fat,Absent
847,20130320-3,Emily LAU,Yes
848,20130320-3,TAM Yiu-chung,Abstain
849,20130320-3,Abraham SHEK,Abstain
850,20130320-3,Tommy CHEUNG,Absent
851,20130320-3,Frederick FUNG,Yes
852,20130320-3,Vincent FANG,Yes
853,20130320-3,WONG Kwok-hing,Yes
854,20130320-3,Prof Joseph LEE,Yes
855,20130320-3,Jeffrey LAM,Abstain
856,20130320-3,Andrew LEUNG,Abstain
857,20130320-3,WONG Ting-kwong,Abstain
858,20130320-3,Ronny TONG,Absent
859,20130320-3,Cyd HO,Yes
860,20130320-3,Starry LEE,Abstain
861,20130320-3,Dr LAM Tai-fai,Absent
862,20130320-3,CHAN Hak-kan,Abstain
863,20130320-3,CHAN Kin-por,Abstain
864,20130320-3,Dr Priscilla LEUNG,Yes
865,20130320-3,Dr LEUNG Ka-lau,Yes
866,20130320-3,CHEUNG Kwok-che,Yes
867,20130320-3,WONG Kwok-kin,Yes
868,20130320-3,IP Kwok-him,Abstain
869,20130320-3,Mrs Regina IP,Abstain
870,20130320-3,Paul TSE,Yes
871,20130320-3,Alan LEONG,Yes
872,20130320-3,LEUNG Kwok-hung,Yes
873,20130320-3,Albert CHAN,Yes
874,20130320-3,WONG Yuk-man,Absent
875,20130320-3,Claudia MO,Yes
876,20130320-3,Michael TIEN,Abstain
877,20130320-3,James TIEN,Absent
878,20130320-3,NG Leung-sing,No
879,20130320-3,Steven HO,Abstain
880,20130320-3,Frankie YICK,Yes
881,20130320-3,WU Chi-wai,Yes
882,20130320-3,YIU Si-wing,Yes
883,20130320-3,Gary FAN,Absent
884,20130320-3,MA Fung-kwok,Abstain
885,20130320-3,Charles Peter MOK,Yes
886,20130320-3,CHAN Chi-chuen,Yes
887,20130320-3,CHAN Han-pan,Abstain
888,20130320-3,Dr Kenneth CHAN,Yes
889,20130320-3,CHAN Yuen-han,Yes
890,20130320-3,LEUNG Che-cheung,Absent
891,20130320-3,Kenneth LEUNG,Yes
892,20130320-3,Alice MAK,Yes
893,20130320-3,Dr KWOK Ka-ki,Yes
894,20130320-3,KWOK Wai-keung,Yes
895,20130320-3,Dennis KWOK,Yes
896,20130320-3,Christopher CHEUNG,Abstain
897,20130320-3,Dr Fernando CHEUNG,Yes
898,20130320-3,SIN Chung-kai,Yes
899,20130320-3,Dr Helena WONG,Yes
900,20130320-3,IP Kin-yuen,Yes
901,20130320-3,Dr Elizabeth QUAT,Abstain
902,20130320-3,Martin LIAO,Abstain
903,20130320-3,POON Siu-ping,Yes
904,20130320-3,TANG Ka-piu,Yes
905,20130320-3,Dr CHIANG Lai-wan,Abstain
906,20130320-3,Ir Dr LO Wai-kwok,Abstain
907,20130320-3,CHUNG Kwok-pan,Yes
908,20130320-3,Christopher CHUNG,Abstain
909,20130320-3,Tony TSE,Absent
910,20130320-4,TSANG Yok-sing,Present
911,20130320-4,Albert HO,Absent
912,20130320-4,LEE Cheuk-yan,Yes
913,20130320-4,James TO,Yes
914,20130320-4,CHAN Kam-lam,Abstain
915,20130320-4,LEUNG Yiu-chung,Absent
916,20130320-4,Dr LAU Wong-fat,Absent
917,20130320-4,Emily LAU,Yes
918,20130320-4,TAM Yiu-chung,Abstain
919,20130320-4,Abraham SHEK,Abstain
920,20130320-4,Tommy CHEUNG,Absent
921,20130320-4,Frederick FUNG,Yes
922,20130320-4,Vincent FANG,Absent
923,20130320-4,WONG Kwok-hing,Absent
924,20130320-4,Prof Joseph LEE,Absent
925,20130320-4,Jeffrey LAM,Abstain
926,20130320-4,Andrew LEUNG,Abstain
927,20130320-4,WONG Ting-kwong,Absent
928,20130320-4,Ronny TONG,Absent
929,20130320-4,Cyd HO,Yes
930,20130320-4,Starry LEE,Abstain
931,20130320-4,Dr LAM Tai-fai,Absent
932,20130320-4,CHAN Hak-kan,Absent
933,20130320-4,CHAN Kin-por,Yes
934,20130320-4,Dr Priscilla LEUNG,Abstain
935,20130320-4,Dr LEUNG Ka-lau,Yes
936,20130320-4,CHEUNG Kwok-che,Yes
937,20130320-4,WONG Kwok-kin,Abstain
938,20130320-4,IP Kwok-him,Absent
939,20130320-4,Mrs Regina IP,Absent
940,20130320-4,Paul TSE,Yes
941,20130320-4,Alan LEONG,Yes
942,20130320-4,LEUNG Kwok-hung,No
943,20130320-4,Albert CHAN,Absent
944,20130320-4,WONG Yuk-man,Absent
945,20130320-4,Claudia MO,Absent
946,20130320-4,Michael TIEN,Yes
947,20130320-4,James TIEN,Absent
948,20130320-4,NG Leung-sing,Absent
949,20130320-4,Steven HO,Abstain
950,20130320-4,Frankie YICK,Yes
951,20130320-4,WU Chi-wai,Yes
952,20130320-4,YIU Si-wing,Yes
953,20130320-4,Gary FAN,Absent
954,20130320-4,MA Fung-kwok,Yes
955,20130320-4,Charles Peter MOK,Yes
956,20130320-4,CHAN Chi-chuen,No
957,20130320-4,CHAN Han-pan,Abstain
958,20130320-4,Dr Kenneth CHAN,Yes
959,20130320-4,CHAN Yuen-han,Absent
960,20130320-4,LEUNG Che-cheung,Absent
961,20130320-4,Kenneth LEUNG,Absent
962,20130320-4,Alice MAK,Abstain
963,20130320-4,Dr KWOK Ka-ki,Yes
964,20130320-4,KWOK Wai-keung,Abstain
965,20130320-4,Dennis KWOK,Absent
966,20130320-4,Christopher CHEUNG,Absent
967,20130320-4,Dr Fernando CHEUNG,Absent
968,20130320-4,SIN Chung-kai,Yes
969,20130320-4,Dr Helena WONG,Yes
970,20130320-4,IP Kin-yuen,Yes
971,20130320-4,Dr Elizabeth QUAT,Abstain
972,20130320-4,Martin LIAO,Absent
973,20130320-4,POON Siu-ping,Yes
974,20130320-4,TANG Ka-piu,Abstain
975,20130320-4,Dr CHIANG Lai-wan,Absent
976,20130320-4,Ir Dr LO Wai-kwok,Abstain
977,20130320-4,CHUNG Kwok-pan,Absent
978,20130320-4,Christopher CHUNG,Abstain
979,20130320-4,Tony TSE,Abstain
980,20130320-5,TSANG Yok-sing,Present
981,20130320-5,Albert HO,Absent
982,20130320-5,LEE Cheuk-yan,Yes
983,20130320-5,James TO,Yes
984,20130320-5,CHAN Kam-lam,Yes
985,20130320-5,LEUNG Yiu-chung,Absent
986,20130320-5,Dr LAU Wong-fat,Absent
987,20130320-5,Emily LAU,Yes
988,20130320-5,TAM Yiu-chung,Yes
989,20130320-5,Abraham SHEK,Yes
990,20130320-5,Tommy CHEUNG,Absent
991,20130320-5,Frederick FUNG,Yes
992,20130320-5,Vincent FANG,Absent
993,20130320-5,WONG Kwok-hing,Absent
994,20130320-5,Prof Joseph LEE,Absent
995,20130320-5,Jeffrey LAM,Yes
996,20130320-5,Andrew LEUNG,Yes
997,20130320-5,WONG Ting-kwong,Absent
998,20130320-5,Ronny TONG,Absent
999,20130320-5,Cyd HO,Yes
1000,20130320-5,Starry LEE,Yes
1001,20130320-5,Dr LAM Tai-fai,Absent
1002,20130320-5,CHAN Hak-kan,Absent
1003,20130320-5,CHAN Kin-por,Yes
1004,20130320-5,Dr Priscilla LEUNG,Yes
1005,20130320-5,Dr LEUNG Ka-lau,Yes
1006,20130320-5,CHEUNG Kwok-che,Yes
1007,20130320-5,WONG Kwok-kin,Yes
1008,20130320-5,IP Kwok-him,Absent
1009,20130320-5,Mrs Regina IP,Absent
1010,20130320-5,Paul TSE,Yes
1011,20130320-5,Alan LEONG,Yes
1012,20130320-5,LEUNG Kwok-hung,No
1013,20130320-5,Albert CHAN,Absent
1014,20130320-5,WONG Yuk-man,Absent
1015,20130320-5,Claudia MO,Absent
1016,20130320-5,Michael TIEN,Yes
1017,20130320-5,James TIEN,Absent
1018,20130320-5,NG Leung-sing,Absent
1019,20130320-5,Steven HO,Yes
1020,20130320-5,Frankie YICK,Yes
1021,20130320-5,WU Chi-wai,Yes
1022,20130320-5,YIU Si-wing,Yes
1023,20130320-5,Gary FAN,Absent
1024,20130320-5,MA Fung-kwok,Yes
1025,20130320-5,Charles Peter MOK,Yes
1026,20130320-5,CHAN Chi-chuen,No
1027,20130320-5,CHAN Han-pan,Yes
1028,20130320-5,Dr Kenneth CHAN,Yes
1029,20130320-5,CHAN Yuen-han,Absent
1030,20130320-5,LEUNG Che-cheung,Absent
1031,20130320-5,Kenneth LEUNG,Absent
1032,20130320-5,Alice MAK,Yes
1033,20130320-5,Dr KWOK Ka-ki,Yes
1034,20130320-5,KWOK Wai-keung,Yes
1035,20130320-5,Dennis KWOK,Absent
1036,20130320-5,Christopher CHEUNG,Absent
1037,20130320-5,Dr Fernando CHEUNG,Absent
1038,20130320-5,SIN Chung-kai,Yes
1039,20130320-5,Dr Helena WONG,Yes
1040,20130320-5,IP Kin-yuen,Yes
1041,20130320-5,Dr Elizabeth QUAT,Yes
1042,20130320-5,Martin LIAO,Absent
1043,20130320-5,POON Siu-ping,Yes
1044,20130320-5,TANG Ka-piu,Yes
1045,20130320-5,Dr CHIANG Lai-wan,Absent
1046,20130320-5,Ir Dr LO Wai-kwok,Yes
1047,20130320-5,CHUNG Kwok-pan,Absent
1048,20130320-5,Christopher CHUNG,Yes
1049,20130320-5,Tony TSE,Yes
1050,20131023-1,TSANG Yok-sing,Present
1051,20131023-1,Albert HO,Yes
1052,20131023-1,LEE Cheuk-yan,Yes
1053,20131023-1,James TO,Yes
1054,20131023-1,CHAN Kam-lam,No
1055,20131023-1,LEUNG Yiu-chung,Absent
1056,20131023-1,Dr LAU Wong-fat,Absent
1057,20131023-1,Emily LAU,Yes
1058,20131023-1,TAM Yiu-chung,No
1059,20131023-1,Abraham SHEK,Absent
1060,20131023-1,Tommy CHEUNG,No
1061,20131023-1,Frederick FUNG,Absent
1062,20131023-1,Vincent FANG,No
1063,20131023-1,WONG Kwok-hing,Abstain
1064,20131023-1,Prof Joseph LEE,Absent
1065,20131023-1,Jeffrey LAM,No
1066,20131023-1,Andrew LEUNG,No
1067,20131023-1,WONG Ting-kwong,No
1068,20131023-1,Ronny TONG,No
1069,20131023-1,Cyd HO,Yes
1070,20131023-1,Starry LEE,No
1071,20131023-1,Dr LAM Tai-fai,No
1072,20131023-1,CHAN Hak-kan,No
1073,20131023-1,CHAN Kin-por,No
1074,20131023-1,Dr Priscilla LEUNG,No
1075,20131023-1,Dr LEUNG Ka-lau,Yes
1076,20131023-1,CHEUNG Kwok-che,Yes
1077,20131023-1,WONG Kwok-kin,Absent
1078,20131023-1,IP Kwok-him,No
1079,20131023-1,Mrs Regina IP,No
1080,20131023-1,Paul TSE,No
1081,20131023-1,Alan LEONG,No
1082,20131023-1,LEUNG Kwok-hung,Yes
1083,20131023-1,Albert CHAN,Yes
1084,20131023-1,WONG Yuk-man,Yes
1085,20131023-1,Claudia MO,Absent
1086,20131023-1,Michael TIEN,No
1087,20131023-1,James TIEN,Absent
1088,20131023-1,NG Leung-sing,No
1089,20131023-1,Steven HO,No
1090,20131023-1,Frankie YICK,No
1091,20131023-1,WU Chi-wai,Yes
1092,20131023-1,YIU Si-wing,No
1093,20131023-1,Gary FAN,Abstain
1094,20131023-1,MA Fung-kwok,Absent
1095,20131023-1,Charles Peter MOK,Yes
1096,20131023-1,CHAN Chi-chuen,Yes
1097,20131023-1,CHAN Han-pan,No
1098,20131023-1,Dr Kenneth CHAN,No
1099,20131023-1,CHAN Yuen-han,Absent
1100,20131023-1,LEUNG Che-cheung,No
1101,20131023-1,Kenneth LEUNG,Abstain
1102,20131023-1,Alice MAK,Abstain
1103,20131023-1,Dr KWOK Ka-ki,No
1104,20131023-1,KWOK Wai-keung,Abstain
1105,20131023-1,Dennis KWOK,No
1106,20131023-1,Christopher CHEUNG,No
1107,20131023-1,Dr Fernando CHEUNG,Yes
1108,20131023-1,SIN Chung-kai,Yes
1109,20131023-1,Dr Helena WONG,Yes
1110,20131023-1,IP Kin-yuen,Absent
1111,20131023-1,Dr Elizabeth QUAT,Absent
1112,20131023-1,Martin LIAO,Absent
1113,20131023-1,POON Siu-ping,Abstain
1114,20131023-1,TANG Ka-piu,Abstain
1115,20131023-1,Dr CHIANG Lai-wan,No
1116,20131023-1,Ir Dr LO Wai-kwok,No
1117,20131023-1,CHUNG Kwok-pan,No
1118,20131023-1,Christopher CHUNG,No
1119,20131023-1,Tony TSE,No
1120,20131023-2,TSANG Yok-sing,Present
1121,20131023-2,Albert HO,Yes
1122,20131023-2,LEE Cheuk-yan,Abstain
1123,20131023-2,James TO,Yes
1124,20131023-2,CHAN Kam-lam,Yes
1125,20131023-2,LEUNG Yiu-chung,Absent
1126,20131023-2,Dr LAU Wong-fat,Absent
1127,20131023-2,Emily LAU,Yes
1128,20131023-2,TAM Yiu-chung,Yes
1129,20131023-2,Abraham SHEK,Absent
1130,20131023-2,Tommy CHEUNG,Abstain
1131,20131023-2,Frederick FUNG,Absent
1132,20131023-2,Vincent FANG,Abstain
1133,20131023-2,WONG Kwok-hing,Yes
1134,20131023-2,Prof Joseph LEE,Absent
1135,20131023-2,Jeffrey LAM,Yes
1136,20131023-2,Andrew LEUNG,Yes
1137,20131023-2,WONG Ting-kwong,Yes
1138,20131023-2,Ronny TONG,Yes
1139,20131023-2,Cyd HO,Abstain
1140,20131023-2,Starry LEE,Yes
1141,20131023-2,Dr LAM Tai-fai,Yes
1142,20131023-2,CHAN Hak-kan,Yes
1143,20131023-2,CHAN Kin-por,Yes
1144,20131023-2,Dr Priscilla LEUNG,Yes
1145,20131023-2,Dr LEUNG Ka-lau,Yes
1146,20131023-2,CHEUNG Kwok-che,Abstain
1147,20131023-2,WONG Kwok-kin,Absent
1148,20131023-2,IP Kwok-him,Yes
1149,20131023-2,Mrs Regina IP,Yes
1150,20131023-2,Paul TSE,Yes
1151,20131023-2,Alan LEONG,Yes
1152,20131023-2,LEUNG Kwok-hung,Abstain
1153,20131023-2,Albert CHAN,Yes
1154,20131023-2,WONG Yuk-man,Yes
1155,20131023-2,Claudia MO,Yes
1156,20131023-2,Michael TIEN,Yes
1157,20131023-2,James TIEN,Abstain
1158,20131023-2,NG Leung-sing,Yes
1159,20131023-2,Steven HO,Yes
1160,20131023-2,Frankie YICK,Abstain
1161,20131023-2,WU Chi-wai,Yes
1162,20131023-2,YIU Si-wing,Yes
1163,20131023-2,Gary FAN,Abstain
1164,20131023-2,MA Fung-kwok,Absent
1165,20131023-2,Charles Peter MOK,Yes
1166,20131023-2,CHAN Chi-chuen,Yes
1167,20131023-2,CHAN Han-pan,Yes
1168,20131023-2,Dr Kenneth CHAN,Yes
1169,20131023-2,CHAN Yuen-han,Absent
1170,20131023-2,LEUNG Che-cheung,Yes
1171,20131023-2,Kenneth LEUNG,Abstain
1172,20131023-2,Alice MAK,Yes
1173,20131023-2,Dr KWOK Ka-ki,Yes
1174,20131023-2,KWOK Wai-keung,Yes
1175,20131023-2,Dennis KWOK,Yes
1176,20131023-2,Christopher CHEUNG,Yes
1177,20131023-2,Dr Fernando CHEUNG,Abstain
1178,20131023-2,SIN Chung-kai,Yes
1179,20131023-2,Dr Helena WONG,Yes
1180,20131023-2,IP Kin-yuen,Yes
1181,20131023-2,Dr Elizabeth QUAT,Absent
1182,20131023-2,Martin LIAO,Absent
1183,20131023-2,POON Siu-ping,Abstain
1184,20131023-2,TANG Ka-piu,Yes
1185,20131023-2,Dr CHIANG Lai-wan,Yes
1186,20131023-2,Ir Dr LO Wai-kwok,Yes
1187,20131023-2,CHUNG Kwok-pan,Abstain
1188,20131023-2,Christopher CHUNG,Yes
1189,20131023-2,Tony TSE,Yes
1190,20131023-3,TSANG Yok-sing,Present
1191,20131023-3,Albert HO,Absent
1192,20131023-3,LEE Cheuk-yan,No
1193,20131023-3,James TO,Abstain
1194,20131023-3,CHAN Kam-lam,Yes
1195,20131023-3,LEUNG Yiu-chung,No
1196,20131023-3,Dr LAU Wong-fat,Absent
1197,20131023-3,Emily LAU,Abstain
1198,20131023-3,TAM Yiu-chung,Yes
1199,20131023-3,Abraham SHEK,Absent
1200,20131023-3,Tommy CHEUNG,Absent
1201,20131023-3,Frederick FUNG,Absent
1202,20131023-3,Vincent FANG,Yes
1203,20131023-3,WONG Kwok-hing,Absent
1204,20131023-3,Prof Joseph LEE,Abstain
1205,20131023-3,Jeffrey LAM,Abstain
1206,20131023-3,Andrew LEUNG,Absent
1207,20131023-3,WONG Ting-kwong,Yes
1208,20131023-3,Ronny TONG,No
1209,20131023-3,Cyd HO,Absent
1210,20131023-3,Starry LEE,Yes
1211,20131023-3,Dr LAM Tai-fai,Absent
1212,20131023-3,CHAN Hak-kan,Yes
1213,20131023-3,CHAN Kin-por,Yes
1214,20131023-3,Dr Priscilla LEUNG,Abstain
1215,20131023-3,Dr LEUNG Ka-lau,Absent
1216,20131023-3,CHEUNG Kwok-che,No
1217,20131023-3,WONG Kwok-kin,Absent
1218,20131023-3,IP Kwok-him,Yes
1219,20131023-3,Mrs Regina IP,Absent
1220,20131023-3,Paul TSE,Yes
1221,20131023-3,Alan LEONG,No
1222,20131023-3,LEUNG Kwok-hung,Abstain
1223,20131023-3,Albert CHAN,Abstain
1224,20131023-3,WONG Yuk-man,Absent
1225,20131023-3,Claudia MO,No
1226,20131023-3,Michael TIEN,Yes
1227,20131023-3,James TIEN,Yes
1228,20131023-3,NG Leung-sing,Abstain
1229,20131023-3,Steven HO,Yes
1230,20131023-3,Frankie YICK,Yes
1231,20131023-3,WU Chi-wai,Abstain
1232,20131023-3,YIU Si-wing,Abstain
1233,20131023-3,Gary FAN,No
1234,20131023-3,MA Fung-kwok,Absent
1235,20131023-3,Charles Peter MOK,No
1236,20131023-3,CHAN Chi-chuen,Abstain
1237,20131023-3,CHAN Han-pan,Yes
1238,20131023-3,Dr Kenneth CHAN,No
1239,20131023-3,CHAN Yuen-han,Absent
1240,20131023-3,LEUNG Che-cheung,Yes
1241,20131023-3,Kenneth LEUNG,No
1242,20131023-3,Alice MAK,Yes
1243,20131023-3,Dr KWOK Ka-ki,No
1244,20131023-3,KWOK Wai-keung,Yes
1245,20131023-3,Dennis KWOK,Absent
1246,20131023-3,Christopher CHEUNG,Abstain
1247,20131023-3,Dr Fernando CHEUNG,No
1248,20131023-3,SIN Chung-kai,Abstain
1249,20131023-3,Dr Helena WONG,Abstain
1250,20131023-3,IP Kin-yuen,Abstain
1251,20131023-3,Dr Elizabeth QUAT,Absent
1252,20131023-3,Martin LIAO,Absent
1253,20131023-3,POON Siu-ping,Yes
1254,20131023-3,TANG Ka-piu,Yes
1255,20131023-3,Dr CHIANG Lai-wan,Yes
1256,20131023-3,Ir Dr LO Wai-kwok,Abstain
1257,20131023-3,CHUNG Kwok-pan,Yes
1258,20131023-3,Christopher CHUNG,Yes
1259,20131023-3,Tony TSE,Yes
1260,20131023-4,TSANG Yok-sing,Present
1261,20131023-4,Albert HO,Absent
1262,20131023-4,LEE Cheuk-yan,Yes
1263,20131023-4,James TO,Abstain
1264,20131023-4,CHAN Kam-lam,No
1265,20131023-4,LEUNG Yiu-chung,Yes
1266,20131023-4,Dr LAU Wong-fat,Absent
1267,20131023-4,Emily LAU,Abstain
1268,20131023-4,TAM Yiu-chung,No
1269,20131023-4,Abraham SHEK,Absent
1270,20131023-4,Tommy CHEUNG,Absent
1271,20131023-4,Frederick FUNG,Absent
1272,20131023-4,Vincent FANG,No
1273,20131023-4,WONG Kwok-hing,Absent
1274,20131023-4,Prof Joseph LEE,Abstain
1275,20131023-4,Jeffrey LAM,No
1276,20131023-4,Andrew LEUNG,Absent
